Question,Answer
"A small business that sells handmade soap starts with a modest inventory of 50 bars. Each month, they manage to increase their production by 20% compared to the previous month. How many bars of soap will they have produced in total after 6 months of growth?","Month 1: 50 bars (starting inventory)
Month 2: 50 * 1.2 = <<50*1.2=60>>60 bars
Month 3: 60 * 1.2 = <<60*1.2=72>>72 bars 
Month 4: 72 * 1.2 = <<72*1.2=86.4>>86 bars (rounded down)
Month 5: 86 * 1.2 = <<86*1.2=103.2>>103 bars (rounded down)
Month 6: 103 * 1.2 = <<103*1.2=123.6>>124 bars (rounded up)
Total bars produced: 50 + 60 + 72 + 86 + 103 + 124 = <<50+60+72+86+103+124=495>>495 bars
#### 495"
"A tree is currently 8 feet tall and grows at a rate of 20% per year. Assuming this growth rate remains constant, how tall will the tree be after 3 years?","Starting height is 8 feet. After 1 year, the tree will be 8*1.2=<<8*1.2=9.6>>9.6 feet tall.
In the second year it grows by 20% again, so 9.6*1.2=<<9.6*1.2=11.52>>11.52 feet tall.
In the third year, it grows by 20% once more. 11.52*1.2=<<11.52*1.2=13.824>>13.82 feet, rounding to 14 feet tall.
#### 14"
"A woodworker has been tasked with creating a large sculpture. The sculpture will be made up of many wooden blocks, each measuring 4 inches in height. The sculpture needs to be 10 feet tall. The woodworker knows that for every 5 blocks he carves, there will be 1 block that is unusable due to imperfections in the wood. How many blocks will the woodworker need to carve to ensure he has enough usable blocks to complete the 10-foot tall sculpture?","First, convert the sculpture height from feet to inches. 10 feet * 12 inches/foot = <<10*12=120>>120 inches
Each block is 4 inches tall, so the number of blocks needed is 120 inches / 4 inches per block = <<120/4=30>>30 blocks
For every 5 blocks carved, 1 is unusable. So, for every 4 usable blocks, 1 extra block needs to be carved.
The number of extra blocks needed is 30 / 4 = <<30/4=7.5>>7.5, rounded up to <<round(7.5)=8>>8 extra blocks
The total number of blocks the woodworker needs to carve is 30 usable blocks + 8 extra blocks = <<30+8=38>>38 blocks
#### 38"
"A company is experiencing exponential growth in its customer base. In the first year, they acquired 1000 new customers. The next year, the number of new customers doubled. This doubling trend continued for the third and fourth years as well. How many total new customers did the company acquire over the four year period?","In the first year, the company acquired 1000 new customers.
In the second year, the number of new customers doubled, so they acquired 1000*2=<<1000*2=2000>>2000 new customers.
In the third year, the number of new customers doubled again, so they acquired 2000*2=<<2000*2=4000>>4000 new customers.
In the fourth year, the number of new customers doubled once more, so they acquired 4000*2=<<4000*2=8000>>8000 new customers.
To find the total new customers over the four year period, add up the new customers from each year:
1000+2000+4000+8000=<<1000+2000+4000+8000=15000>>15000
#### 15000"
"A tech startup is growing rapidly and needs to hire more software engineers to keep up with demand. The company currently has 6 engineers, and plans to triple that number each year for the next 3 years. However, the company also expects that each year, 2 engineers will leave the company for various reasons. How many software engineers will the startup have after 3 years?","In the first year, the number of engineers will be: 6 * 3 - 2 = <<6*3-2=16>>16
In the second year: 16 * 3 - 2 = <<16*3-2=46>>46
In the third year: 46 * 3 - 2 = <<46*3-2=136>>136
So after 3 years, the startup will have 136 software engineers.
#### 136"
"A software developer is working on a new mobile game. Each day, she can write code for 5 new features. However, each night when she goes home, she realizes that 2 of the features she coded have bugs that need to be fixed. If she wants her game to have a total of 50 working features, how many days will it take her to code the game?","Each day, the developer codes 5 features, but 2 have bugs, meaning only 5-2=<<5-2=3>>3 features are done properly each day.
To determine the number of days needed, we divide the total features by the number of working features completed each day: 50/3=<<50/3=16.67>>16.67 days.
Since the developer needs a whole number of days, we round up to 17 days.
#### 17"
"A factory is producing widgets and plans to increase production each month. They start by making 500 widgets in the first month. Each subsequent month, they will increase production by 20% compared to the previous month. How many widgets will the factory produce in the fourth month?","In the first month, the factory produces 500 widgets.
In the second month, they increase production by 20%: 500 * 1.20 = <<500*1.20=600>>600 widgets.
In the third month, they increase production by 20% again: 600 * 1.20 = <<600*1.20=720>>720 widgets.
In the fourth month, they increase production by 20% one more time: 720 * 1.20 = <<720*1.20=864>>864 widgets.
#### 864"
"A supermarket starts with 500 shopping carts at the beginning of the year. Each month, they lose about 5% of their total shopping carts due to theft or damage. However, every 3 months, they purchase 20% more shopping carts based on their current total. After 9 months, approximately how many shopping carts will the supermarket have?","Month 1: 500 * 0.95 = <<500*0.95=475>>475 carts
Month 2: 475 * 0.95 = <<475*0.95=451>>451 carts
Month 3: 451 * 0.95 = <<451*0.95=428>>428 carts, then add 20% more: 428 * 1.2 = <<428*1.2=514>>514 carts
Month 4: 514 * 0.95 = <<514*0.95=488>>488 carts
Month 5: 488 * 0.95 = <<488*0.95=464>>464 carts
Month 6: 464 * 0.95 = <<464*0.95=441>>441 carts, then add 20% more: 441 * 1.2 = <<441*1.2=529>>529 carts
Month 7: 529 * 0.95 = <<529*0.95=503>>503 carts
Month 8: 503 * 0.95 = <<503*0.95=478>>478 carts
Month 9: 478 * 0.95 = <<478*0.95=454>>454 carts
After 9 months, the supermarket will have approximately 454 shopping carts.
#### 454"
"A small business is forecasting its revenue growth for the next three years. In the first year, the revenue is $250,000. The business expects a 20% increase in revenue each year for the following two years. What will be the total revenue generated by the business over the three-year period?","In the first year, the revenue is $250,000.
For the second year, the revenue will be $250,000 * 1.20 = <<250000*1.20=300000>>$300,000.
For the third year, the revenue will be $300,000 * 1.20 = <<300000*1.20=360000>>$360,000.
The total revenue generated over the three-year period is $250,000 + $300,000 + $360,000 = <<250000+300000+360000=910000>>$910,000.
#### 910000"
"A school club is fundraising by selling cookies. They start with a budget of $50 and use it to buy ingredients to make 100 cookies. They sell each cookie for $1. After selling all the cookies, they use the proceeds to buy more ingredients, which allows them to make 50% more cookies than before. If they continue this cycle of reinvesting their profits and increasing production by 50% each time, how many cookies will they have made in total after 4 cycles?","Starting with 100 cookies in the first cycle.
For the second cycle, they make 50% more: 100 + 100*0.5 = <<100+100*0.5=150>>150 cookies
For the third cycle, they make 50% more than the second cycle: 150 + 150*0.5 = <<150+150*0.5=225>>225 cookies 
For the fourth cycle, they make 50% more than the third cycle: 225 + 225*0.5 = <<225+225*0.5=338>>338 cookies (rounded to the nearest whole number)
In total, they made 100 + 150 + 225 + 338 = <<100+150+225+338=813>>813 cookies after 4 cycles.
#### 813"
"A small business has 5 employees and expects to grow. The owner predicts that in 3 years, the company will have quadrupled its workforce. After another 2 years, the company will have tripled from that point. How many total employees would the company have after those 5 years of growth?","The company starts with 5 employees.
After 3 years it will have quadrupled, meaning the number of employees will be 5 * 4 = <<5*4=20>>20.
After another 2 years, the company will have tripled from the 20 employees, so it will have 20 * 3 = <<20*3=60>>60 employees.
In total, after the 5 years of growth, the company is predicted to have 60 employees.
#### 60"
"A scientist is studying the growth of a rare bacteria culture in her lab. She starts with a small sample that has a mass of 0.05 grams. The bacteria grows exponentially, doubling its mass every 4 hours. After 16 hours, what will the mass of the bacteria culture be?","The bacteria doubles its mass every 4 hours. In 16 hours, it will have doubled 16/4 = <<16/4=4>>4 times.
Starting mass: 0.05 grams
After 4 hours (1st doubling): 0.05 * 2 = <<0.05*2=0.1>>0.1 grams
After 8 hours (2nd doubling): 0.1 * 2 = <<0.1*2=0.2>>0.2 grams 
After 12 hours (3rd doubling): 0.2 * 2 = <<0.2*2=0.4>>0.4 grams
After 16 hours (4th doubling): 0.4 * 2 = <<0.4*2=0.8>>0.8 grams
#### 0.8"
"A small business is expecting to grow its customer base each year. It currently has 50 customers, and it predicts that the number of customers will increase by 20% each year. How many customers will the business have after 3 years of growth?","Starting with 50 customers, a 20% increase would result in 50*1.2=<<50*1.2=60>>60 customers after the first year.
In the second year, the 60 customers would increase by 20% to 60*1.2=<<60*1.2=72>>72 customers.
In the third year, the 72 customers would increase by 20% to 72*1.2=<<72*1.2=86.4>>86 customers (rounded to the nearest whole number).
#### 86"
"A solar panel installation company is expanding its operations. In the first year, they install 75 solar panel systems. The next year, they double their installations. In the third year, they increase their installations by 50% compared to the second year. If this growth rate continues, how many solar panel systems will the company install in the fourth year?","In the first year, the company installs 75 solar panel systems.
In the second year, they double their installations: 75 * 2 = <<75*2=150>>150 systems.
In the third year, they increase installations by 50% compared to the second year: 150 * 1.5 = <<150*1.5=225>>225 systems.
To find the installations in the fourth year, we increase the third year's installations by 50%: 225 * 1.5 = <<225*1.5=337.5>>337.5, which rounds to <<round(337.5)=338>>338 systems.
#### 338"
"A laboratory is growing a colony of bacteria for an experiment. The colony starts with 500 bacteria and doubles in size every 4 hours. If this growth rate remains constant, how many bacteria will be in the colony after 24 hours?","The colony doubles every 4 hours, so in 24 hours, it will double 24/4=<<24/4=6>>6 times.
Starting with 500 bacteria, after doubling 6 times, the population will be:
500 * 2^6 = 500 * 64 = <<500*64=32000>>32000 bacteria.
#### 32000"
"A bakery starts with a sourdough starter that weighs 8 ounces. Each day, the starter doubles in size. After 3 days, the baker uses half of the starter to make a loaf of bread. How much starter, in ounces, is left over after baking the bread?","On day 1, the starter weighs 8 ounces. 
On day 2, the starter doubles to 8*2=<<8*2=16>>16 ounces.
On day 3, the starter doubles again to 16*2=<<16*2=32>>32 ounces. 
The baker uses half of the 32 ounces, which is 32/2=<<32/2=16>>16 ounces, to make the bread.
This leaves 32-16=<<32-16=16>>16 ounces of starter left over after baking the bread.
#### 16"
"A video game company is designing a new game where players earn coins for completing levels. At the first level, a player earns 10 coins. For each subsequent level, the number of coins earned is doubled. If a player completes 8 levels in the game, how many total coins will they have earned?","In level 1, the player earns 10 coins.
In level 2, the coins earned is doubled, so the player earns 10*2=<<10*2=20>>20 coins.
In level 3, the coins earned is doubled again, so the player earns 20*2=<<20*2=40>>40 coins.
In level 4, the player earns 40*2=<<40*2=80>>80 coins.
In level 5, the player earns 80*2=<<80*2=160>>160 coins.
In level 6, the player earns 160*2=<<160*2=320>>320 coins.
In level 7, the player earns 320*2=<<320*2=640>>640 coins.
In level 8, the player earns 640*2=<<640*2=1280>>1280 coins.
The total coins earned across all 8 levels is 10+20+40+80+160+320+640+1280=<<10+20+40+80+160+320+640+1280=2550>>2550 coins.
#### 2550"
"A fast-growing vine starts out at 6 inches tall and doubles in height every week. Assuming this growth rate remains constant, how tall will the vine be after 5 weeks?","The vine starts at 6 inches tall.
After 1 week, it will be 6*2 = <<6*2=12>>12 inches tall.
After 2 weeks, it will be 12*2 = <<12*2=24>>24 inches tall.
After 3 weeks, it will be 24*2 = <<24*2=48>>48 inches tall.
After 4 weeks, it will be 48*2 = <<48*2=96>>96 inches tall.
After 5 weeks, it will be 96*2 = <<96*2=192>>192 inches tall.
#### 192"
"A small business that makes custom T-shirts starts with 50 blank shirts in stock. Each week, they use a quarter of their current stock to fulfill orders, and then they restock back to their original level by purchasing new blank shirts. How many new shirts will they have purchased in total after 8 weeks of business?","Starting with 50 shirts, after one week they will use 50/4 = <<50/4=12.5>>13 shirts (rounded to a whole number).
So each week they need to buy 13 new shirts to get back to 50.
After 8 weeks, they will have purchased 8*13 = <<8*13=104>>104 new shirts in total.
#### 104"
"A gaming company is developing a new mobile game. They estimate that the game will start with 10,000 players on the first day of launch. Each day after launch, they expect the number of players to increase by 15%. If this trend continues, how many total players will the game have after 7 days?","On day 1, there are 10,000 players.
Day 2 players: 10,000 * 1.15 = <<10000*1.15=11500>>11,500
Day 3 players: 11,500 * 1.15 = <<11500*1.15=13225>>13,225
Day 4 players: 13,225 * 1.15 = <<13225*1.15=15209>>15,209
Day 5 players: 15,209 * 1.15 = <<15209*1.15=17490>>17,490
Day 6 players: 17,490 * 1.15 = <<17490*1.15=20114>>20,114
Day 7 players: 20,114 * 1.15 = <<20114*1.15=23131>>23,131
Total players after 7 days: 10,000 + 11,500 + 13,225 + 15,209 + 17,490 + 20,114 + 23,131 = <<10000+11500+13225+15209+17490+20114+23131=110669>>110,669
#### 110669"
"A virus is spreading through a population, and the number of infected people doubles every 4 days. If there are currently 5 people infected, how many people will be infected after 20 days?","The virus doubles every 4 days, so in 20 days, it will double 20/4=<<20/4=5>>5 times.
Starting with 5 infected people:
After 4 days (1 doubling): 5*2=<<5*2=10>>10 people
After 8 days (2 doublings): 10*2=<<10*2=20>>20 people 
After 12 days (3 doublings): 20*2=<<20*2=40>>40 people
After 16 days (4 doublings): 40*2=<<40*2=80>>80 people
After 20 days (5 doublings): 80*2=<<80*2=160>>160 people
So after 20 days, there will be 160 people infected.
#### 160"
"A rare plant grows exponentially, doubling in size every 3 months. If Samantha starts with a 2-inch plant, how tall will the plant be after 1 year and 3 months?","The plant doubles in size every 3 months, which means it will double 5 times in 1 year and 3 months (15 months).
Starting size: 2 inches
After 3 months (1st doubling): 2 * 2 = <<2*2=4>>4 inches
After 6 months (2nd doubling): 4 * 2 = <<4*2=8>>8 inches  
After 9 months (3rd doubling): 8 * 2 = <<8*2=16>>16 inches
After 12 months (4th doubling): 16 * 2 = <<16*2=32>>32 inches
After 15 months (5th doubling): 32 * 2 = <<32*2=64>>64 inches
#### 64"
"A small business earns a profit of $5,000 in its first year of operation. The owner projects that the profit will grow by 20% each year for the next 5 years. Assuming this growth rate remains constant, what will be the profit earned by the business in the 5th year?","Starting profit in year 1: $5,000
Profit in year 2: $5,000 * 1.20 = <<5000*1.20=6000>>$6,000
Profit in year 3: $6,000 * 1.20 = <<6000*1.20=7200>>$7,200
Profit in year 4: $7,200 * 1.20 = <<7200*1.20=8640>>$8,640
Profit in year 5: $8,640 * 1.20 = <<8640*1.20=10368>>$10,368
#### 10368"
"Veronica is saving up for a new car. She currently has $4,000 saved and plans to save an additional $500 per month. The car she wants is currently priced at $22,000, but the price is expected to increase by 3% each year. If Veronica continues to save at her current rate, how much more than the car's current price will she need to save to afford the car in 3 years?","In 3 years, Veronica will save an additional $500 * 12 months * 3 years = <<500*12*3=18000>>$18,000.
Added to her current savings of $4,000, she will have $18,000 + $4,000 = <<18000+4000=22000>>$22,000 in 3 years.
The car's price will increase by 3% each year for 3 years. To calculate this:
Year 1: $22,000 * 1.03 = <<22000*1.03=22660>>$22,660
Year 2: $22,660 * 1.03 = <<22660*1.03=23340>>$23,340
Year 3: $23,340 * 1.03 = <<23340*1.03=24040>>$24,040
So in 3 years, the car will cost $24,040.
Veronica will have saved $22,000, so she will need an additional $24,040 - $22,000 = <<24040-22000=2040>>$2,040 to afford the car.
#### 2040"
"A company is developing a new social media app. They start with 100 beta testers and the number of users doubles each week. Additionally, they gain 50 new users every day. How many users will the app have after 3 weeks?","After the first week, there will be 100*2=<<100*2=200>>200 users plus the additional 50*7=<<50*7=350>>350 daily users, for a total of 200+350=<<200+350=550>>550 users.
The second week, the 550 users will double to 550*2=<<550*2=1100>>1100, and there will be another 350 daily users. So after two weeks, there will be 1100+350=<<1100+350=1450>>1450 users.
In the third week, the 1450 users will double to 1450*2=<<1450*2=2900>>2900, and there will be an additional 350 daily users. So after three weeks, there will be a total of 2900+350=<<2900+350=3250>>3250 users.
#### 3250"
"A balloon artist can make 15 balloon animals per hour. At a party, she made balloon animals at this rate for the first hour. But then, some of the balloons popped, so in the second hour, she could only make balloon animals at 4/5 of her original rate. If she charged $2 per balloon animal, how much money did she make in total after working for two hours at the party?","In the first hour, the artist makes 15 balloon animals.
In the second hour, the artist makes 15 * 4/5 = <<15*4/5=12>>12 balloon animals.
In total, she made 15 + 12 = <<15+12=27>>27 balloon animals.
At $2 per balloon animal, she made 27 * $2 = <<27*2=54>>$54 in total.
#### 54"
"A small business owner starts with an initial investment of $5,000. Each year, the business grows at a rate of 20%. If the business owner reinvests all profits back into the business, what will the value of the business be after 5 years of growth?","Starting value: $5,000
Growth rate: 20% per year
After year 1: $5,000 * 1.20 = <<5000*1.20=6000>>$6,000
After year 2: $6,000 * 1.20 = <<6000*1.20=7200>>$7,200 
After year 3: $7,200 * 1.20 = <<7200*1.20=8640>>$8,640
After year 4: $8,640 * 1.20 = <<8640*1.20=10368>>$10,368
After year 5: $10,368 * 1.20 = <<10368*1.20=12442>>$12,442 (rounded to the nearest dollar)
#### 12442"
"A population of bacteria is growing in a petri dish. The initial population is 500 bacteria. Every hour, the population doubles. After 10 hours, a researcher adds an antibiotic that instantly kills half the bacteria population. How many bacteria are in the petri dish 11 hours after the initial population was measured?","The initial population is 500 bacteria.
After 1 hour, the population doubles to 500*2=<<500*2=1000>>1000 bacteria.
After 2 hours, the population doubles again to 1000*2=<<1000*2=2000>>2000 bacteria.
This doubling continues for 10 hours total. Each doubling is a power of 2.
After 10 hours, the population will be 500*2^10=<<500*2^10=512000>>512000 bacteria.
The antibiotic kills half the population, so there will be 512000/2=<<512000/2=256000>>256000 bacteria left.
In the 11th hour, this remaining population doubles again to 256000*2=<<256000*2=512000>>512000 bacteria.
#### 512000"
"A super bouncy ball is dropped from the top of a 120-foot building. Each time it bounces back up, it reaches 80% of the height it fell from. How high does the ball bounce on its third bounce?","On the first bounce, the ball will reach a height of 120 feet * 0.8 = <<120*0.8=96>>96 feet.
On the second bounce, the ball will reach a height of 96 feet * 0.8 = <<96*0.8=76.8>>77 feet (rounded to the nearest whole number).
On the third bounce, the ball will reach a height of 77 feet * 0.8 = <<77*0.8=61.6>>62 feet (rounded to the nearest whole number).
#### 62"
"A car manufacturer is introducing a new model and projects sales to grow each year. In the first year, they expect to sell 10,000 cars. The second year, they anticipate a 20% increase in sales from the first year. In the third year, they expect sales to be 1.5 times the second year's sales. How many cars does the manufacturer expect to sell in total over the three years?","In the first year, the manufacturer will sell 10,000 cars.
In the second year, sales will increase by 20% from the first year: 10,000 * 1.2 = <<10000*1.2=12000>>12,000 cars
In the third year, sales will be 1.5 times the second year's sales: 12,000 * 1.5 = <<12000*1.5=18000>>18,000 cars
The total cars sold over the three years will be: 10,000 + 12,000 + 18,000 = <<10000+12000+18000=40000>>40,000 cars
#### 40000"
"A small town has a population of 5,000 people. The population is expected to grow by 4% each year for the next 5 years. After the 5th year, a new company will open up offices in the town, causing a one-time additional population increase of 10%. What will the population of the town be after the company opens up its offices at the end of the 5th year?","To calculate the population after 5 years of 4% growth, we can use the formula: 
Final Population = Initial Population * (1 + growth rate)^number of years
5,000 * (1 + 0.04)^5 = 5,000 * 1.2166529024 = <<5000*1.2166529024=6083>>6,083 people
After the 5th year, the population will increase by an additional 10%:
6,083 * (1 + 0.10) = <<6083*1.1=6691>>6,691 people
#### 6691"
"A mall kiosk sells smartphone cases and starts the day with an inventory of 50 cases. Throughout the day, the kiosk sells 40% of its current inventory every 2 hours. After 6 hours, a new shipment arrives with a quantity equal to half of the original inventory. How many cases will the kiosk have at the end of an 8-hour day?","The kiosk starts with 50 cases.
After 2 hours, it has sold 40% of 50, which is 50*0.4=<<50*0.4=20>>20 cases. So it now has 50-20=<<50-20=30>>30 cases.
After 4 hours, it has sold 40% of 30, which is 30*0.4=<<30*0.4=12>>12 cases. So it now has 30-12=<<30-12=18>>18 cases.
After 6 hours, it has sold 40% of 18, which is 18*0.4=<<18*0.4=7.2>>7 cases (rounded down). So it now has 18-7=<<18-7=11>>11 cases.
The new shipment arrives, which is half of the original 50, so 50/2=<<50/2=25>>25 cases. The kiosk now has 11+25=<<11+25=36>>36 cases.
After 8 hours, it has sold 40% of 36, which is 36*0.4=<<36*0.4=14.4>>14 cases (rounded down). So it now has 36-14=<<36-14=22>>22 cases.
#### 22"
"A small business has a client base of 50 customers. The owner predicts that the number of clients will increase by 20% each year for the next 5 years. Assuming this growth rate remains consistent, how many clients will the business have after 5 years?","Starting with 50 customers, a 20% increase would result in 50 * 1.2 = <<50*1.2=60>>60 customers after the first year.
In the second year, there would be 60 * 1.2 = <<60*1.2=72>>72 customers.
In the third year, there would be 72 * 1.2 = <<72*1.2=86.4>>86 customers (rounded to the nearest whole number).
In the fourth year, there would be 86 * 1.2 = <<86*1.2=103.2>>103 customers (rounded to the nearest whole number).
In the fifth year, there would be 103 * 1.2 = <<103*1.2=123.6>>124 customers (rounded to the nearest whole number).
#### 124"
"A colony of bacteria starts with a population of 500. Every hour, the population doubles. After 6 hours, a researcher applies an experimental treatment that reduces the population by 20%. If the bacteria continue to double every hour after the treatment, what will the population be 3 hours after the treatment?","The population starts at 500 and doubles each hour.
After 1 hour: 500 * 2 = <<500*2=1000>>1000
After 2 hours: 1000 * 2 = <<1000*2=2000>>2000
After 3 hours: 2000 * 2 = <<2000*2=4000>>4000
After 4 hours: 4000 * 2 = <<4000*2=8000>>8000 
After 5 hours: 8000 * 2 = <<8000*2=16000>>16000
After 6 hours: 16000 * 2 = <<16000*2=32000>>32000
The treatment reduces the 32000 population by 20%: 32000 * 0.8 = <<32000*0.8=25600>>25600
The population continues doubling each hour after treatment.
1 hour after treatment: 25600 * 2 = <<25600*2=51200>>51200
2 hours after treatment: 51200 * 2 = <<51200*2=102400>>102400
3 hours after treatment: 102400 * 2 = <<102400*2=204800>>204800
#### 204800"
"A small business is trying to increase its social media following. Currently, they have 500 followers. They predict that each month, their number of followers will increase by 20% of their current following. How many followers will they have at the end of 6 months if this growth rate continues?","Month 1: 500 * 1.20 = <<500*1.20=600>>600 followers
Month 2: 600 * 1.20 = <<600*1.20=720>>720 followers 
Month 3: 720 * 1.20 = <<720*1.20=864>>864 followers
Month 4: 864 * 1.20 = <<864*1.20=1037>>1037 followers (rounded to the nearest whole number)
Month 5: 1037 * 1.20 = <<1037*1.20=1244>>1244 followers 
Month 6: 1244 * 1.20 = <<1244*1.20=1493>>1493 followers
#### 1493"
"A small business has $5,000 in sales in its first month of operation. The business projects that its sales will grow by 20% each month for the next 6 months. Assuming this growth rate holds true, what will the business's sales be in the 6th month?","Month 1 sales: $5,000
Month 2 sales: $5,000 * 1.20 = <<5000*1.20=6000>>$6,000
Month 3 sales: $6,000 * 1.20 = <<6000*1.20=7200>>$7,200
Month 4 sales: $7,200 * 1.20 = <<7200*1.20=8640>>$8,640
Month 5 sales: $8,640 * 1.20 = <<8640*1.20=10368>>$10,368
Month 6 sales: $10,368 * 1.20 = <<10368*1.20=12442>>$12,442 (rounded to the nearest dollar)
#### 12442"
"A special savings account offers an annual interest rate of 5% compounded yearly. If Sarah deposits $1,000 into this account, how much money will be in the account after 4 years, rounded to the nearest dollar?","The initial deposit is $1,000.
After 1 year: $1,000 * 1.05 = <<1000*1.05=1050>>$1,050
After 2 years: $1,050 * 1.05 = <<1050*1.05=1102.5>>$1,102.50
After 3 years: $1,102.50 * 1.05 = <<1102.5*1.05=1157.625>>$1,157.63
After 4 years: $1,157.63 * 1.05 = <<1157.63*1.05=1215.51>>$1,215.51
Rounded to the nearest dollar: <<round(1215.51)=1216>>$1,216
#### 1216"
"A charity fundraiser starts with a donation of $100 and aims to double its total funds each day for a week. After the first day, a generous donor contributes an additional $50. How much money will the charity have raised at the end of the 7-day period?","The charity starts with $100 and gets an additional $50 after the first day, so it has $150 at the end of day 1.
Day 2: $150 * 2 = <<150*2=300>>$300
Day 3: $300 * 2 = <<300*2=600>>$600
Day 4: $600 * 2 = <<600*2=1200>>$1,200
Day 5: $1,200 * 2 = <<1200*2=2400>>$2,400
Day 6: $2,400 * 2 = <<2400*2=4800>>$4,800
Day 7: $4,800 * 2 = <<4800*2=9600>>$9,600
At the end of the 7-day period, the charity will have raised $9,600.
#### 9600"
"A small town's population is growing rapidly. The current population is 5,000 people. Each year, the population increases by 20%. If this trend continues, what will the town's population be after 4 years?","Starting population: 5,000
Year 1: 5,000 * 1.20 = <<5000*1.20=6000>>6,000
Year 2: 6,000 * 1.20 = <<6000*1.20=7200>>7,200 
Year 3: 7,200 * 1.20 = <<7200*1.20=8640>>8,640
Year 4: 8,640 * 1.20 = <<8640*1.20=10368>>10,368
After 4 years, the town's population will be 10,368 people.
#### 10368"
"A rabbit population starts with 6 rabbits and doubles every month. A fox population in the same area starts with 2 foxes and triples every 2 months. Assuming there are no deaths and no migration, how many months will it take for the fox population to exceed the rabbit population?","Month 0: 6 rabbits, 2 foxes
Month 1: 6*2=<<6*2=12>>12 rabbits, 2 foxes
Month 2: 12*2=<<12*2=24>>24 rabbits, 2*3=<<2*3=6>>6 foxes 
Month 3: 24*2=<<24*2=48>>48 rabbits, 6 foxes
Month 4: 48*2=<<48*2=96>>96 rabbits, 6*3=<<6*3=18>>18 foxes
Month 5: 96*2=<<96*2=192>>192 rabbits, 18 foxes
Month 6: 192*2=<<192*2=384>>384 rabbits, 18*3=<<18*3=54>>54 foxes
It will take 6 months for the fox population to exceed the rabbit population.
#### 6"
"A small town has a population of 10,000 people. The population is expected to grow by 5% each year for the next 10 years. After 10 years, a new development is built that increases the population by an additional 20%. What will the population of the town be after the new development is built?","The original population is 10,000.
To calculate 5% growth each year for 10 years, we use the formula: 10,000 * (1.05^10) = <<10000*1.05^10=16288.95>>16,289 people
After the new development, the population increases by an additional 20%: 16,289 * 1.20 = <<16289*1.20=19546.74>>19,547 people
#### 19547"
"A local charity is raising money by selling handmade bracelets. They start with $50 in their fund and sell each bracelet for $5. The cost to make each bracelet is $1.50. In the first week, they sell 20 bracelets. The next week, they sell 50% more bracelets than the previous week. In the third week, they sell double the amount of the second week. How much money will the charity have after three weeks of selling bracelets?","In the first week, they sell 20 bracelets. Each bracelet sells for $5 and costs $1.50 to make.
Profit per bracelet = $5 - $1.50 = <<5-1.5=3.5>>$3.50
Week 1 profit = 20 * $3.50 = <<20*3.5=70>>$70
In the second week, they sell 50% more than 20, which is 20 * 1.5 = <<20*1.5=30>>30 bracelets.
Week 2 profit = 30 * $3.50 = <<30*3.5=105>>$105
In the third week, they sell double the amount of the second week, which is 30 * 2 = <<30*2=60>>60 bracelets.
Week 3 profit = 60 * $3.50 = <<60*3.5=210>>$210
Total profit = $70 + $105 + $210 = <<70+105+210=385>>$385
The charity started with $50, so the total amount they will have is $50 + $385 = <<50+385=435>>$435
#### 435"
"A factory producing mechanical parts is able to manufacture 150 parts per day. Each month the factory is able to increase its production output by 5% due to process improvements. Assuming a month has 20 working days, how many parts will the factory be able to produce per day after 4 months of improvements?","Month 1: The factory will produce 150 * 1.05 = <<150*1.05=157.5>>157.5, which rounds to 158 parts per day.
Month 2: The factory will now produce 158 * 1.05 = <<158*1.05=165.9>>165.9, which rounds to 166 parts per day.
Month 3: The factory will now produce 166 * 1.05 = <<166*1.05=174.3>>174.3, which rounds to 174 parts per day.
Month 4: The factory will now produce 174 * 1.05 = <<174*1.05=182.7>>182.7, which rounds to 183 parts per day.
After 4 months of improvements, the factory will be able to produce 183 parts per day.
#### 183"
"A landscaping company is tasked with planting trees in a new park. They plan to plant 10 trees in the first week, and each subsequent week they will plant 50% more trees than the previous week, rounding down to the nearest whole number if needed. How many trees will the company have planted after 5 weeks?","In the first week, the company plants 10 trees.
In the second week, they plant 50% more trees than the first week: 10 * 1.5 = <<10*1.5=15>>15 trees.
In the third week, they plant 50% more trees than the second week: 15 * 1.5 = <<15*1.5=22.5>>22 trees (rounded down).
In the fourth week, they plant 50% more trees than the third week: 22 * 1.5 = <<22*1.5=33>>33 trees.
In the fifth week, they plant 50% more trees than the fourth week: 33 * 1.5 = <<33*1.5=49.5>>49 trees (rounded down).
The total number of trees planted after 5 weeks is: 10 + 15 + 22 + 33 + 49 = <<10+15+22+33+49=129>>129 trees.
#### 129"
"A small business has 5 employees and expects to grow. The owner predicts that the number of employees will triple each year for the next 3 years. After 3 years of this rapid growth, the owner expects the growth to slow, adding only half as many new employees in the 4th year as in the 3rd year. How many employees will the company have after 4 years?","Initially, the company has 5 employees.
After 1 year: 5 * 3 = <<5*3=15>>15 employees
After 2 years: 15 * 3 = <<15*3=45>>45 employees 
After 3 years: 45 * 3 = <<45*3=135>>135 employees
In the 4th year, the number of new employees will be half of the new employees added in the 3rd year.
New employees in the 3rd year: 135 - 45 = <<135-45=90>>90
Half of 90 is: 90 / 2 = <<90/2=45>>45
So, in the 4th year, 45 new employees will be added.
Total employees after 4 years: 135 + 45 = <<135+45=180>>180
#### 180"
