Question,Answer
"Samantha is planning a road trip from Seattle to Los Angeles, which is approximately 1,135 miles. Her car can travel an average of 30 miles per gallon of gasoline. If gasoline costs $4.50 per gallon, and Samantha has a budget of $200 for gasoline, how many miles will she be able to travel before running out of her gasoline budget?","To find out how many miles Samantha can travel with her $200 budget, we first need to calculate how many gallons of gasoline she can purchase.
$200 / $4.50 per gallon = <<200/4.5=44.44444444444444>>44 gallons (rounded down to ensure staying within budget)
Since her car can travel 30 miles per gallon, with 44 gallons she can travel:
44 gallons * 30 miles/gallon = <<44*30=1320>>1,320 miles
Therefore, Samantha will be able to travel 1,320 miles before running out of her gasoline budget.
#### 1320"
"A marathon is 26.2 miles long. Jenny has been training for a marathon and has run a total of 118.4 miles over the past 2 weeks. If she continues to train at the same pace, how many more weeks will it take her to have run the equivalent of 3 full marathons?","In the past 2 weeks, Jenny has run 118.4 miles.
She runs 118.4 / 2 = <<118.4/2=59.2>>59.2 miles per week on average.
3 marathons is equivalent to 26.2 * 3 = <<26.2*3=78.6>>78.6 miles.
To run the equivalent of 3 marathons, Jenny needs to run 78.6 miles in total.
She has already run 118.4 miles, which is 118.4 - 78.6 = <<118.4-78.6=39.8>>39.8 miles more than 3 marathons.
At her current pace of 59.2 miles per week, it will take her an additional 39.8 / 59.2 = <<39.8/59.2=0.672297297297297>>1 week to have run the equivalent of 3 full marathons.
#### 1"
"A store sells a variety pack of granola bars containing 18 bars. Each pack has an equal number of peanut butter, chocolate chip, and oatmeal raisin bars. If the store orders 12 variety packs, how many of each type of granola bar will they receive in total?","Since each variety pack has an equal number of each type of bar, the 18 bars will be split evenly into 3 types.
18 / 3 = <<18/3=6>>6 bars of each type per variety pack.
The store orders 12 variety packs.
Peanut butter bars: 6 * 12 = <<6*12=72>>72
Chocolate chip bars: 6 * 12 = <<6*12=72>>72 
Oatmeal raisin bars: 6 * 12 = <<6*12=72>>72
The store will receive 72 of each type of granola bar, for a total of 72 * 3 = <<72*3=216>>216 bars.
#### 72"
"A restaurant purchased 15 crates of tomatoes. Each crate contains 24 tomatoes and costs $18. If they use 8 tomatoes per dish and charge $12 for each dish, how many dishes must they sell to make a profit of at least $540?","The restaurant purchased 15 crates, each containing 24 tomatoes, so they have 15 * 24 = <<15*24=360>>360 tomatoes.
Each crate costs $18, so for 15 crates, they spent 15 * $18 = $<<15*18=270>>270.
Each dish uses 8 tomatoes, so with 360 tomatoes, they can make 360 / 8 = <<360/8=45>>45 dishes.
They charge $12 per dish, so for 45 dishes, they will make 45 * $12 = $<<45*12=540>>540.
To calculate the profit, we subtract the cost from the revenue: $540 - $270 = $<<540-270=270>>270.
To make a profit of at least $540, they need to double the number of dishes:
45 * 2 = <<45*2=90>>90 dishes will give a revenue of 90 * $12 = $<<90*12=1080>>1080.
The profit will then be $1080 - $270 = $<<1080-270=810>>810, which is more than the target of $540.
#### 90"
"A family wants to install a new swimming pool in their backyard. The pool they want is 16 feet wide by 32 feet long. The family already has an existing concrete patio that is 12 feet wide by 24 feet long. If one bag of concrete mix covers 12 square feet, how many additional bags will the family need to purchase to complete the area around the pool?","The new pool size is 16 feet * 32 feet = <<16*32=512>>512 square feet.
The existing patio is 12 feet * 24 feet = <<12*24=288>>288 square feet.
The additional area needed is 512 - 288 = <<512-288=224>>224 square feet.
One bag covers 12 square feet, so the number of bags needed is 224 / 12 = <<224/12=18.6666667>>18.6666667.
Rounding up, they will need <<round(18.6666667)=19>>19 additional bags of concrete mix.
#### 19"
"A construction project requires 48,000 bricks in total. The mason crew can lay down 300 bricks per hour. If the crew works 8 hours a day, 5 days a week, how many weeks will it take to complete the project?","The crew lays down 300 bricks per hour, and they work 8 hours per day.
So in a day, they can lay down 300 * 8 = <<300*8=2400>>2400 bricks.
They work 5 days per week, so in a week, they can lay down 2400 * 5 = <<2400*5=12000>>12000 bricks.
The project requires 48,000 bricks in total.
To find the number of weeks, we divide the total bricks by the bricks laid per week: 48000 / 12000 = <<48000/12000=4>>4 weeks.
#### 4"
"A bakery uses 5.7 kilograms of flour to make 19 loaves of bread. They purchase flour in 22.7 kilogram bags at a cost of $11.25 per bag. If they make 10 batches of bread, how much will they spend on flour?","One batch of bread uses 5.7 kg of flour to make 19 loaves.
10 batches will use 5.7 * 10 = <<5.7*10=57>>57 kg of flour.
One bag of flour is 22.7 kg.
57 kg / 22.7 kg/bag = <<57/22.7=2.51101321585903>>2.51101321585903 bags.
Since you can't buy a partial bag, they will need to buy <<round(2.51101321585903)=3>>3 bags of flour.
At $11.25 per bag, 3 bags will cost $11.25 * 3 = $<<11.25*3=33.75>>33.75
#### 34"
"A store is having a sale where everything is 20% off the original price. Emma wants to buy a jacket that originally cost $85 and a pair of shoes that were originally $120. If the sales tax is 6%, how much will Emma's total purchase be after the discount and tax are applied?","The jacket's original price is $85. With a 20% discount, the price will be reduced by 0.2 * $85 = $<<0.2*85=17>>17. So the sale price of the jacket is $85 - $17 = $<<85-17=68>>68.
The shoes' original price is $120. With a 20% discount, the price will be reduced by 0.2 * $120 = $<<0.2*120=24>>24. So the sale price of the shoes is $120 - $24 = $<<120-24=96>>96.
The total cost of the discounted items before tax is $68 + $96 = $<<68+96=164>>164.
The sales tax is 6%, which is 0.06 * $164 = $<<0.06*164=9.84>>9.84. Rounding up, the tax is $<<round(9.84)=10>>10.
Emma's total purchase after the discount and tax will be $164 + $10 = $<<164+10=174>>174.
#### 174"
"A marathon is 26.2 miles long. If John runs at a constant pace of 8 minutes per mile, how many minutes will it take him to complete 75% of the marathon?","26.2 miles * 0.75 = <<26.2*0.75=19.65>>19.65 miles
19.65 miles is 75% of the marathon distance.
8 minutes/mile * 19.65 miles = <<8*19.65=157.2>>157.2 minutes 
It will take John approximately 157 minutes to run 75% of the marathon.
#### 157"
"John's family is going on a road trip. Their car can travel 400 miles on a full tank of gas. If they have already driven 150 miles and have 3/4 of a tank of gas left, how many more miles can they drive before they run out of gas?","A full tank of gas allows them to drive 400 miles.
3/4 of a tank means they have 400 * 3/4 = <<400*3/4=300>>300 miles worth of gas left.
They have already driven 150 miles.
So, they can drive 300 - 150 = <<300-150=150>>150 more miles before running out of gas.
#### 150"
"A factory produces 480 smartphones in a day. If each smartphone requires 12 individual components and the factory operates for 25 days a month, how many total components does the factory use in a month?","The factory produces 480 smartphones in a day.
Each smartphone requires 12 individual components.
So, the factory uses 480 * 12 = <<480*12=5760>>5760 components per day.
The factory operates for 25 days in a month.
In a month, the factory uses 5760 * 25 = <<5760*25=144000>>144000 components.
#### 144000"
"A store sells apples for $1.50 per pound and bananas for $0.75 per pound. Julia buys 3 pounds of apples and 4 pounds of bananas. If she hands the cashier a $20 bill, how much change will she receive?","3 pounds of apples cost: 3 * $1.50 = $<<3*1.50=4.50>>4.50
4 pounds of bananas cost: 4 * $0.75 = $<<4*0.75=3.00>>3.00
The total cost is: $4.50 + $3.00 = $<<4.50+3.00=7.50>>7.50
If Julia hands the cashier a $20 bill, her change will be: $20 - $7.50 = $<<20-7.50=12.50>>12.50
#### 13"
"A local charity is organizing a fundraising event. They have a goal of raising $5,000. They plan to sell raffle tickets for $25 each. Additionally, they will receive a matching donation of $2 for every $1 raised through ticket sales. If they manage to sell all the tickets, how many tickets do they need to sell to reach their fundraising goal?","Let's say the charity sells x tickets.
The amount raised through ticket sales would be x * $25 = $<<25*x=25x>>25x.
The matching donation would be 2 * $25x = $<<2*25x=50x>>50x.
The total amount raised would be $25x + $50x = $<<25x+50x=75x>>75x.
To reach the goal of $5,000, we set up the equation:
$75x = $5,000
Solving for x:
x = $5,000 / $75 = <<5000/75=66.67>>66.67
Since they can't sell a fraction of a ticket, they need to round up to 67 tickets.
#### 67"
"A large bakery uses 450 pounds of flour per day. They purchase the flour in 30-pound bags at $18 per bag. If the bakery operates 7 days a week, how much do they spend on flour in a 30-day month?","The bakery uses 450 pounds of flour per day.
In a 30-day month, they will use 450 * 30 = <<450*30=13500>>13,500 pounds of flour.
Each bag of flour is 30 pounds, so they will need 13,500 / 30 = <<13500/30=450>>450 bags of flour for the month.
Each bag costs $18, so the total cost for the month is 450 * $18 = $<<450*18=8100>>8,100.
#### 8100"
"A baker needs to make 150 cupcakes for a wedding. Each batch of cupcakes requires 2 cups of flour, 1 cup of sugar, and 3 eggs. If the baker has 20 cups of flour, 12 cups of sugar, and 40 eggs, what is the maximum number of batches of cupcakes the baker can make with the ingredients on hand?","With 20 cups of flour, the baker can make 20 / 2 = <<20/2=10>>10 batches.
With 12 cups of sugar, the baker can make 12 / 1 = <<12/1=12>>12 batches. 
With 40 eggs, the baker can make 40 / 3 = <<40/3=13.33333333333333>>13 batches.
The limiting factor is the flour, which allows for only 10 batches.
Each batch makes 150 / 10 = <<150/10=15>>15 cupcakes.
So with the ingredients on hand, the baker can make a maximum of 10 * 15 = <<10*15=150>>150 cupcakes, which is exactly the amount needed for the wedding.
#### 10"
"A factory produces 840 bicycle frames per day. They are packaged into crates, each holding 35 frames. The crates are then loaded into shipping containers, with each container able to hold 16 crates. How many fully loaded shipping containers can be filled each day, and how many crates will be left over?","The factory produces 840 frames per day.
Each crate holds 35 frames, so the number of crates filled per day is 840 / 35 = <<840/35=24>>24 crates.
Each shipping container holds 16 crates.
The number of fully loaded containers per day is 24 / 16 = <<24/16=1>>1 container.
The number of crates left over is 24 % 16 = <<24%16=8>>8 crates.
#### 1 full container, 8 crates left over"
"Jesse is training for a marathon. He plans to run 5 days a week, averaging 8 miles per day. The marathon is 16 weeks away. If a marathon is 26.2 miles long, how many more miles than required will Jesse run assuming he sticks to his plan?","Jesse plans to run 5 days a week for 16 weeks.
So the total number of runs will be 5 * 16 = <<5*16=80>>80.
He averages 8 miles per run.
That means his total miles run will be 80 * 8 = <<80*8=640>>640 miles.
A marathon is 26.2 miles long.
Jesse will run 640 - 26.2 = <<640-26.2=613.8>>614 miles more than required for the marathon, assuming he sticks to his plan.
#### 614"
"A recipe for a cake requires 2.5 cups of flour. If Samantha wants to make 4 cakes for a bake sale, how many cups of flour does she need? If flour is sold in 5-pound bags and each bag contains approximately 18 cups of flour, how many pounds of flour should Samantha purchase?","For one cake, Samantha needs 2.5 cups of flour.
For 4 cakes, she will need 4 * 2.5 = <<4*2.5=10>>10 cups of flour.
Each 5-pound bag contains about 18 cups of flour.
10 cups needed / 18 cups per bag = <<10/18=0.5555555555555556>>0.56 bags of flour.
Since Samantha can't buy a partial bag, she should purchase <<round(0.5555555555555556)=1>>1 5-pound bag of flour.
#### 1"
"A school cafeteria has 1200 pounds of flour. They use the flour to make 2400 rolls, 1800 slices of pizza, and 600 hamburger buns. If each roll uses 0.2 pounds of flour, each pizza slice uses 0.3 pounds, and each hamburger bun uses 0.5 pounds, how many total pounds of flour does the cafeteria use?","For the rolls, they use 2400 * 0.2 = <<2400*0.2=480>>480 pounds of flour.
For the pizza slices, they use 1800 * 0.3 = <<1800*0.3=540>>540 pounds of flour.
For the hamburger buns, they use 600 * 0.5 = <<600*0.5=300>>300 pounds of flour.
In total, the cafeteria uses 480 + 540 + 300 = <<480+540+300=1320>>1320 pounds of flour.
#### 1320"
"A Boeing 747 aircraft has a maximum takeoff weight of 987,000 pounds. Its empty weight is 412,300 pounds, and it has 366 economy seats that weigh 60 pounds each and 32 first-class seats that weigh 85 pounds each. If the passengers' checked baggage and carry-on items average 48 pounds per person, and the remaining weight is allotted for fuel, how many pounds of fuel can the aircraft carry when fully loaded?","The economy seats weigh 366 * 60 = <<366*60=21960>>21,960 pounds.
The first-class seats weigh 32 * 85 = <<32*85=2720>>2,720 pounds.
The total weight of the seats is 21,960 + 2,720 = <<21960+2720=24680>>24,680 pounds.
The passengers' belongings weigh 48 * (366 + 32) = <<48*(366+32)=19104>>19,104 pounds.
The aircraft's loaded weight without fuel is 412,300 + 24,680 + 19,104 = <<412300+24680+19104=456084>>456,084 pounds.
The maximum fuel capacity is 987,000 - 456,084 = <<987000-456084=530916>>530,916 pounds.
#### 530916"
"A marathon is 26.2 miles long. Sarah has been training for an upcoming marathon. In her first week of training, she ran 3.1 miles per day for 5 days. In her second week, she increased her daily distance by 1.5 miles and ran for 6 days. How many more miles does Sarah need to run in her third week to reach a total training distance equal to two full marathons?","In the first week, Sarah ran 3.1 miles/day * 5 days = <<3.1*5=15.5>>15.5 miles.
In the second week, Sarah ran (3.1 + 1.5) miles/day * 6 days = <<(3.1+1.5)*6=27.6>>27.6 miles.
So far, Sarah has run a total of 15.5 + 27.6 = <<15.5+27.6=43.1>>43.1 miles.
Two full marathons are 26.2 miles * 2 = <<26.2*2=52.4>>52.4 miles.
To reach a total training distance equal to two full marathons, Sarah needs to run 52.4 - 43.1 = <<52.4-43.1=9.3>>9.3 more miles in her third week.
#### 9"
Tom's grandma gave him a $50 gift card for his birthday. He used it to buy 3 books that cost $12.75 each and a bookmark that cost $4.25. How much money is left on his gift card?,"Tom bought 3 books that each cost $12.75.
3 * $12.75 = $<<3*12.75=38.25>>38.25 for the books.
The bookmark costs $4.25.
$38.25 + $4.25 = $<<38.25+4.25=42.50>>42.50 total spent.
The gift card had $50 on it originally.
$50.00 - $42.50 = $<<50-42.50=7.50>>7.50 remaining on the gift card.
#### 8"
"A cargo ship can carry 18,000 tons of goods. It takes 12 hours to load 6,000 tons of goods and 18 hours to unload 9,000 tons of goods. If the ship makes a complete round trip, delivering its full capacity, how many total hours will be spent loading and unloading the ship?","The ship can carry a maximum of 18,000 tons.
It takes 12 hours to load 6,000 tons, so to load the full 18,000 tons it will take:
18,000 tons / 6,000 tons per 12 hours = <<18000/6000=3>>3 * 12 hours = <<3*12=36>>36 hours to load
It takes 18 hours to unload 9,000 tons, so to unload the full 18,000 tons it will take: 
18,000 tons / 9,000 tons per 18 hours = <<18000/9000=2>>2 * 18 hours = <<2*18=36>>36 hours to unload
In total, it will take 36 hours to load + 36 hours to unload = <<36+36=72>>72 hours spent loading and unloading for a complete round trip.
#### 72"
"Thomas is purchasing supplies for a charity event. He buys 15 packs of paper plates with each pack containing 24 plates. He also buys 12 packs of plastic forks with each pack containing 48 forks. If 240 people are expected to attend the event, how many plates and forks will be left over?","Thomas bought 15 packs of paper plates with 24 plates each. So, the total number of plates is 15 * 24 = <<15*24=360>>360 plates.
He also bought 12 packs of plastic forks with 48 forks each. So, the total number of forks is 12 * 48 = <<12*48=576>>576 forks.
If 240 people are expected to attend, then 360 - 240 = <<360-240=120>>120 plates will be left over.
Similarly, 576 - 240 = <<576-240=336>>336 forks will be left over.
In total, there will be 120 plates and 336 forks remaining after the event.
#### 120 plates, 336 forks"
"A construction company is building a new skyscraper in the city center. The project is estimated to take 18 months with a crew of 50 workers. If the company wants to complete the project 6 months earlier, how many additional workers will they need to hire, assuming each worker has the same productivity?","Initially, the project takes 18 months with 50 workers.
To find the total amount of work, we multiply: 18 months * 50 workers = <<18*50=900>>900 worker-months
Now, they want to complete the project in 18 - 6 = <<18-6=12>>12 months.
To find the new number of workers needed, we divide the total work by the new timeline: 900 worker-months / 12 months = <<900/12=75>>75 workers
To calculate the additional workers needed, we subtract the original number from the new number: 75 - 50 = <<75-50=25>>25 workers
Therefore, the company needs to hire 25 additional workers to complete the project 6 months earlier.
#### 25"
"Sarah is saving up for a new phone that costs $899. She already has $275 saved up from her birthday money. If Sarah earns $14 per hour at her part-time job and works 18 hours per week, how many weeks will it take her to save up enough money to buy the phone?","The remaining amount Sarah needs to save is $899 - $275 = $<<899-275=624>>624.
Sarah earns $14 * 18 = $<<14*18=252>>252 per week from her part-time job.
To calculate the number of weeks it will take to save the remaining $624:
$624 / $252 per week = <<624/252=2.476190476190476>>2.48 weeks
Rounding up, it will take Sarah <<round(2.476190476190476)=3>>3 weeks to save enough money to buy the new phone.
#### 3"
"A 5K race is 5 kilometers long, which is equivalent to 3.10686 miles. If Gerald ran the race with an average pace of 8 minutes and 30 seconds per mile, how many minutes did it take him to complete the race? (Round to the nearest whole number.)","To calculate the time it took Gerald to complete the race, we first need to convert the race distance from kilometers to miles.
5 kilometers = 5 * 0.621371 miles = <<5*0.621371=3.10685>>3.10685 miles (rounded to 5 decimal places)
Gerald's pace is 8 minutes and 30 seconds per mile, which can be converted to 8.5 minutes per mile.
To find the total time, we multiply the distance by the pace:
3.10685 miles * 8.5 minutes/mile = <<3.10685*8.5=26.408225>>26.408225 minutes
Rounding to the nearest whole number, it took Gerald <<round(26.408225)=26>>26 minutes to complete the 5K race.
#### 26"
"Ava is planning a birthday party and wants to make gift bags for her guests. She buys 120 pieces of candy for $15 and 40 small toys for $20. If she wants to make 20 gift bags with an equal number of candies and toys, how many of each will go in each bag?","Ava has a total of 120 pieces of candy and each gift bag will have an equal number of candies.
To determine how many candies will go in each bag, we divide the total number of candies by the number of bags: 120 / 20 = <<120/20=6>>6 candies per bag.
Similarly, Ava has 40 small toys in total, so each bag will contain 40 / 20 = <<40/20=2>>2 toys.
Therefore, each gift bag will have 6 candies and 2 small toys.
#### 6,2"
"A commercial airplane consumes approximately 4 liters of fuel per second. If a flight from London to Paris takes 1 hour and 15 minutes, and the price of jet fuel is $1.50 per liter, how much does the airline spend on fuel for this flight?","First, let's convert the flight time to seconds. 
1 hour and 15 minutes is equal to 75 minutes. 
75 minutes * 60 seconds/minute = <<75*60=4500>>4500 seconds.
The plane consumes 4 liters of fuel per second, so for the entire flight it will consume 4500 seconds * 4 liters/second = <<4500*4=18000>>18000 liters of fuel.
At a price of $1.50 per liter, the total fuel cost for the flight will be 18000 liters * $1.50/liter = $<<18000*1.5=27000>>27000.
#### 27000"
"A restaurant owner is planning to cater a wedding reception. The reception will have 150 guests and the owner estimates each guest will consume an average of 1.2 pounds of food. The restaurant charges $18 per pound of food. If the owner also charges a flat $350 service fee, what will be the total cost of catering the wedding reception?","The total amount of food needed for 150 guests at 1.2 pounds per guest is 150 * 1.2 = <<150*1.2=180>>180 pounds.
At a cost of $18 per pound, the total food cost will be 180 * $18 = $<<180*18=3240>>3240.
Adding the service fee, the total catering cost is $3240 + $350 = $<<3240+350=3590>>3590.
#### 3590"
"A car dealership is having a sale on used vehicles. The original price of a used SUV was $18,500. The dealership is offering a 15% discount on the SUV. If the sales tax rate is 6%, what is the total cost of the SUV after the discount and sales tax are applied?","First, let's calculate the discount amount. The discount is 15% of the original price.
0.15 * $18,500 = $<<0.15*18500=2775>>2,775
Now, subtract the discount from the original price to get the price after the discount.
$18,500 - $2,775 = $<<18500-2775=15725>>15,725
Next, calculate the sales tax. The sales tax is 6% of the price after the discount.
0.06 * $15,725 = $<<0.06*15725=943.5>>944 (rounded to the nearest whole number)
Finally, add the sales tax to the price after the discount to get the total cost.
$15,725 + $944 = $<<15725+944=16669>>16,669
#### 16669"
"A family is planning a road trip from Chicago to Orlando, which is approximately 1825 kilometers. Their car can travel an average of 550 kilometers on a full tank of gas, and it takes about 10 minutes to refill the tank each time they stop. If they plan to drive for 8 hours each day, how many days will it take them to complete the trip, assuming they spend 45 minutes each day for meal breaks?","The total distance of the trip is 1825 kilometers.
With a full tank, the car can travel 550 kilometers. So the number of refills needed is 1825 / 550 = <<1825/550=3.3181818181818>>4 (rounded up since partial refills are not possible).
Each day, they plan to drive for 8 hours, which is 480 minutes.
They also spend 45 minutes each day for meal breaks.
So the actual driving time per day is 480 - 45 = <<480-45=435>>435 minutes.
The time needed for refills is 4 * 10 = <<4*10=40>>40 minutes.
The total travel time is 435 + 40 = <<435+40=475>>475 minutes per day, which is 475 / 60 = <<475/60=7.9166666666667>>8 hours (rounded up).
At this rate, to travel 1825 kilometers, it will take 1825 / 550 = <<1825/550=3.3181818181818>>4 days (rounded up).
#### 4"
"A local charity is organizing a fundraising event and they need to purchase supplies. They need to buy 120 t-shirts at a cost of $8 each, 80 water bottles at a cost of $3 each, and 200 granola bars at a cost of $1.50 each. If they have a budget of $1,500, how much money will they have left over after purchasing the supplies?","The cost of the t-shirts will be 120 * $8 = $<<120*8=960>>960.
The cost of the water bottles will be 80 * $3 = $<<80*3=240>>240.
The cost of the granola bars will be 200 * $1.50 = $<<200*1.50=300>>300.
The total cost of the supplies will be $960 + $240 + $300 = $<<960+240+300=1500>>1,500.
Since their budget is $1,500 and the total cost of the supplies is $1,500, they will have $1,500 - $1,500 = $<<1500-1500=0>>0 left over.
#### 0"
"Olivia is training for a triathlon. The race consists of a 1.5 km swim, a 40 km bike ride, and a 10 km run. If she can swim at an average pace of 2 minutes per 100 meters, bike at an average speed of 20 km/h, and run at an average pace of 5 minutes per km, how many minutes will it take her to complete the entire triathlon?","For the 1.5 km swim, Olivia swims at a pace of 2 minutes per 100 meters. 
1.5 km = 1500 meters, so the swim will take her 1500 m / 100 m * 2 min = <<1500/100*2=30>>30 minutes.
For the 40 km bike ride at 20 km/h, it will take Olivia 40 km / 20 km/h = <<40/20=2>>2 hours, which is 2 * 60 = <<2*60=120>>120 minutes.
For the 10 km run at a pace of 5 minutes per km, it will take her 10 km * 5 min/km = <<10*5=50>>50 minutes.
The total time for the triathlon will be 30 + 120 + 50 = <<30+120+50=200>>200 minutes.
#### 200"
"A train travels at an average speed of 75 kilometers per hour. It needs to cover a distance of 450 kilometers. However, due to some engine trouble, it was delayed by 1 hour. To make up for the lost time, by how much should the train increase its average speed for the remainder of the journey?","The original time the train would have taken is 450 km / 75 km/h = <<450/75=6>>6 hours.
With the 1-hour delay, the train now has only 6 - 1 = <<6-1=5>>5 hours to cover the 450 km distance.
To find the new required speed, we divide the total distance by the remaining time: 450 km / 5 h = <<450/5=90>>90 km/h.
The train needs to increase its speed by 90 km/h - 75 km/h = <<90-75=15>>15 km/h for the remainder of the journey to arrive on time.
#### 15"
"A factory produces 120 smartphones per hour. Each smartphone requires 5 chips, 2 batteries, and 1 screen. If the factory has 3000 chips, 1200 batteries, and 800 screens in stock, what is the maximum number of complete smartphones that can be produced with the available parts?","With 3000 chips, the factory can produce 3000 / 5 = <<3000/5=600>>600 smartphones.
With 1200 batteries, the factory can produce 1200 / 2 = <<1200/2=600>>600 smartphones.
With 800 screens, the factory can produce 800 / 1 = <<800/1=800>>800 smartphones.
The limiting factor is the number of chips and batteries, which allow for 600 smartphones to be produced.
Therefore, the maximum number of complete smartphones that can be produced with the available parts is 600.
#### 600"
"A department store is having a sale where all items are discounted by 20%. Anna wants to purchase a dress that originally costs $75, a pair of shoes that originally costs $120, and a handbag that originally costs $90. If sales tax is an additional 8%, how much will Anna's total purchase cost?","Let's first calculate the discounted price for each item:
Dress: $75 * (1 - 0.20) = $<<75*(1-0.20)=60.00>>60
Shoes: $120 * (1 - 0.20) = $<<120*(1-0.20)=96>>96
Handbag: $90 * (1 - 0.20) = $<<90*(1-0.20)=72>>72
The total cost of the items before tax is: $60 + $96 + $72 = $<<60+96+72=228>>228
Now, let's calculate the sales tax: $228 * 0.08 = $<<228*0.08=18.24>>18.24
Finally, we add the total cost before tax and the sales tax: $228 + $18.24 = $<<228+18.24=246.24>>246.24
Rounding to the nearest whole number, Anna's total purchase will cost $<<round(246.24)=246>>246.
#### 246"
"A restaurant has a special offer where customers can buy a combo meal consisting of a burger, fries, and a drink for $8.99. If bought separately, the burger costs $4.50, the fries cost $2.25, and the drink costs $1.75. If a group of friends decides to buy 6 combo meals, how much money will they save compared to buying the items separately?","The cost of the items when bought separately is $4.50 + $2.25 + $1.75 = $<<4.50+2.25+1.75=8.50>>8.50.
The combo meal costs $8.99, so the savings for one combo meal is $8.50 - $8.99 = -$<<8.50-8.99=-0.49>>0.49 (a loss of $0.49).
For 6 combo meals, the total loss would be 6 * -$0.49 = -$<<6*0.49=2.94>>2.94, rounded to -$<<round(-2.94)=-3>>3.
The group of friends would actually lose $3 by buying the combo meals instead of purchasing the items separately.
#### -3"
"A bakery uses 7.5 pounds of flour to make 30 loaves of bread. The bakery packages the bread in boxes, with each box containing 12 loaves. If a grocery store places an order for 25 boxes of bread, how many pounds of flour will the bakery need to fulfill the order?","Each box contains 12 loaves of bread, so 25 boxes will contain 25 * 12 = <<25*12=300>>300 loaves.
The bakery uses 7.5 pounds of flour for every 30 loaves.
To find the amount of flour needed for 300 loaves, we set up the proportion:
7.5 pounds / 30 loaves = x pounds / 300 loaves
Cross multiply: 30x = 7.5 * 300
Solve for x: x = (7.5 * 300) / 30 = <<(7.5*300)/30=75>>75 pounds
The bakery will need 75 pounds of flour to fulfill the grocery store's order.
#### 75"
"Mason decides to train for a marathon. The marathon is 42.195 kilometers long. He plans to run 5 kilometers per day, 6 days a week. On Sundays, he will run 12.195 kilometers. How many weeks will it take him to run the equivalent of the marathon distance?","In 6 days, Mason will run 6 * 5 = <<6*5=30>>30 kilometers.
In a full week, including Sunday, he will run 30 + 12.195 = <<30+12.195=42.195>>42.195 kilometers.
42.195 km is the length of the marathon.
So, it will take Mason 42.195 km / 42.195 km per week = <<42.195/42.195=1>>1 week to run the equivalent of the marathon distance.
#### 1"
"A factory produces 1800 toy cars per day. Each toy car is packaged in a box, and 24 boxes are placed in a carton for shipping. If an order for 432,000 toy cars is received, how many days will it take the factory to produce enough toy cars to fill the order, assuming they operate 7 days a week?","The factory produces 1800 toy cars per day.
There are 24 toy cars in each carton.
The number of cartons needed is 432,000 / 24 = <<432000/24=18000>>18000 cartons.
Each day, the factory produces 1800 / 24 = <<1800/24=75>>75 cartons.
To produce 18000 cartons, it will take 18000 / 75 = <<18000/75=240>>240 days.
#### 240"
"A factory produces 120 cars per day. Each car requires 4 tires and 2 headlights. If the factory has 2400 tires and 600 headlights in stock, how many more days can they continue production before running out of either tires or headlights?","To determine how many more days the factory can continue production, we need to calculate the number of days they can produce with their current stock of tires and headlights, then find the smaller of the two values.

With 2400 tires, since each car needs 4 tires, they can produce:
2400 tires / 4 tires per car = <<2400/4=600>>600 cars

At a rate of 120 cars per day, this stock of tires will last:
600 cars / 120 cars per day = <<600/120=5>>5 days

With 600 headlights, since each car needs 2 headlights, they can produce:
600 headlights / 2 headlights per car = <<600/2=300>>300 cars

At a rate of 120 cars per day, this stock of headlights will last:
300 cars / 120 cars per day = <<300/120=2.5>>2.5 days, rounded down to <<floor(2.5)=2>>2 days

Therefore, the factory can continue production for 2 more days before running out of headlights, which will happen before they run out of tires.
#### 2"
"A construction company is building a new skyscraper. They have a total budget of $45 million for the project. So far, they have spent $12 million on the foundation, $8 million on the structural framework, and $6 million on the exterior cladding. If the remaining budget is to be equally divided among the 5 main contractors for interior work, how much will each contractor receive?","The total amount spent so far is $12 million + $8 million + $6 million = $<<12000000+8000000+6000000=26000000>>26 million.
The remaining budget is $45 million - $26 million = $<<45000000-26000000=19000000>>19 million.
If the remaining $19 million is equally divided among the 5 main contractors, each contractor will receive $19 million / 5 = $<<19000000/5=3800000>>3.8 million.
#### 3800000"
"A recipe for banana bread calls for 2 cups of flour, 1/2 cup of butter, 1 cup of sugar, and 3 bananas. If Samantha wants to make a double batch of this recipe, and a stick of butter is equivalent to 1/2 cup, how many sticks of butter will she need?","For a single batch, the recipe requires 1/2 cup of butter, which is equivalent to 1 stick of butter.
Since Samantha wants to make a double batch, she will need 2 * 1/2 = <<2*0.5=1>>1 cup of butter.
1 cup of butter is equivalent to 1 / (1/2) = <<1/0.5=2>>2 sticks of butter.
Therefore, Samantha will need 2 sticks of butter to make a double batch of banana bread.
#### 2"
"A recipe for banana bread requires 2 cups of flour, 1 cup of sugar, and 3 bananas. If Samantha wants to make a larger batch using 12 bananas, how many cups of flour and sugar will she need?","The original recipe uses 3 bananas, 2 cups of flour, and 1 cup of sugar.
Samantha wants to use 12 bananas, which is 12 / 3 = <<12/3=4>>4 times the amount in the original recipe.
To maintain the proportions, she will need to multiply the other ingredients by 4 as well.
Flour needed: 2 cups * 4 = <<2*4=8>>8 cups
Sugar needed: 1 cup * 4 = <<1*4=4>>4 cups
Therefore, Samantha will need 8 cups of flour and 4 cups of sugar to make the larger batch of banana bread.
#### 8"
