Question,Answer
"A time capsule was buried 25 years ago with a letter inside predicting what life would be like in the future. The capsule was created by a woman who was 40 years old at the time it was buried. Her daughter, who was 15 years old at the time, helped her bury the capsule. If the daughter is now twice as old as she was when the capsule was buried, how old will the woman be 5 years from now?","The time capsule was buried 25 years ago.
The daughter was 15 when it was buried, so now she is 15 + 25 = <<15+25=40>>40 years old.
This is twice her age when the capsule was buried, confirming the given information.
The woman was 40 when the capsule was buried 25 years ago.
So now, the woman is 40 + 25 = <<40+25=65>>65 years old.
In 5 more years, she will be 65 + 5 = <<65+5=70>>70 years old.
#### 70"
"Josh is 12 years younger than his sister Amy. In 6 years, Amy will be twice as old as Josh is now. How old will Josh be in 10 years?","Let's say Josh is J years old now. So Amy is J+12 years old now.
In 6 years, Josh will be J+6 years old and Amy will be J+12+6 = J+18 years old.
We're told that in 6 years, Amy will be twice Josh's current age. So J+18 = 2J
Solving the equation:
J+18 = 2J
18 = J
So Josh is currently 18 years old.
In 10 years, Josh will be 18+10 = <<18+10=28>>28 years old.
#### 28"
"Maria is currently 24 years old. Her mother is 28 years older than Maria, and her grandmother is 1.5 times older than her mother. In how many years will Maria's age be exactly one-third of her grandmother's age?","Maria's mother is currently 24 + 28 = <<24+28=52>>52 years old.
Maria's grandmother is currently 52 * 1.5 = <<52*1.5=78>>78 years old.
Let's assume it takes x years for Maria's age to be one-third of her grandmother's age.
After x years:
Maria's age = 24 + x
Grandmother's age = 78 + x
Since Maria's age will be one-third of her grandmother's age, we can write:
(24 + x) * 3 = 78 + x
72 + 3x = 78 + x
2x = 6
x = <<6/2=3>>3
Therefore, in 3 years, Maria's age will be exactly one-third of her grandmother's age.
#### 3"
"When Tony was born, his father was 32 years old. Today, Tony is one-fourth his father's age. In 12 years, Tony's age will be half of his father's age at that time. How old is Tony now?","Let's say Tony is x years old now.
His father is 4x years old now.
In 12 years, Tony will be x + 12 years old.
His father will be 4x + 12 years old then.
We know that in 12 years, Tony's age will be half his father's age.
So, (x + 12) = (4x + 12) / 2
2(x + 12) = 4x + 12
2x + 24 = 4x + 12
24 = 2x + 12
12 = 2x
x = 12 / 2 = <<12/2=6>>6
Therefore, Tony is 6 years old now.
#### 6"
"Trey is 12 years younger than his sister Samantha. In 8 years, Samantha will be twice as old as Trey. How old is Samantha now?","Let's say Samantha is x years old now. Then Trey is x - 12 years old now.
In 8 years, Samantha will be x + 8 years old, and Trey will be (x - 12) + 8 = x - 4 years old.
We know that in 8 years, Samantha will be twice Trey's age, so:
x + 8 = 2(x - 4)
x + 8 = 2x - 8
8 = x - 8
x = <<8+8=16>>16
Therefore, Samantha is 16 years old now.
#### 16"
"Grandpa John was born in 1942. His grandson, Billy, was born when Grandpa John was 52 years old. If Billy is currently 27 years old, how old will Grandpa John be in 5 years?","Grandpa John was 52 when Billy was born.
Since Billy is currently 27, that means Grandpa John is currently 52 + 27 = <<52+27=79>>79 years old.
In 5 years, Grandpa John will be 79 + 5 = <<79+5=84>>84 years old.
#### 84"
"Maya is currently 24 years old. Her brother Eddie is 6 years younger than her. If their father Henry is 28 years older than Eddie, how old will Henry be in 12 years when Maya is twice Eddie's age?","Since Eddie is 6 years younger than Maya, his current age is 24 - 6 = <<24-6=18>>18 years old.
In 12 years, Maya will be 24 + 12 = <<24+12=36>>36 years old.
For Maya to be twice Eddie's age, Eddie will be 36 / 2 = <<36/2=18>>18 years old in 12 years.
Eddie's age in 12 years matches his current age, so this checks out.
Henry is currently 18 + 28 = <<18+28=46>>46 years old.
In 12 years, Henry will be 46 + 12 = <<46+12=58>>58 years old.
#### 58"
"In 2010, Justin was 3 times as old as his sister Emily. If Emily is currently 39 years old, how old will Justin be 15 years from now?","Emily is currently 39 years old. In 2010, Emily would have been 39 - (2023-2010) = 39 - 13 = <<39-13=26>>26 years old.
In 2010, Justin was 3 times as old as Emily, so Justin was 3 * 26 = <<3*26=78>>78 years old in 2010.
From 2010 to now (2023), 13 years have passed, so Justin is currently 78 + 13 = <<78+13=91>>91 years old.
15 years from now, Justin will be 91 + 15 =<<91+15=106>>106 years old.
#### 106"
"Jameson is 32 years old, and his daughter Lily is 4 years old. Jameson's father, William, is 28 years older than Jameson. In how many years will William's age be twice the combined age of Jameson and Lily?","William is currently 32 + 28 = <<32+28=60>>60 years old.
In x years, William will be 60 + x years old.
In x years, Jameson will be 32 + x years old, and Lily will be 4 + x years old.
To find when William's age will be twice Jameson and Lily's combined age, we set up the equation:
60 + x = 2(32 + x + 4 + x)
60 + x = 2(36 + 2x)
60 + x = 72 + 4x
3x = 12
x = <<12/3=4>>4
So in 4 years, William's age will be twice the combined age of Jameson and Lily.
#### 4"
"Liam is 12 years younger than his sister Emma. Liam will be twice as old as Emma's son Jack in 6 years. If Emma was 27 years old when Jack was born, how old is Liam now?","Emma is currently 27 + Jack's age. 
In 6 years, Liam will be twice Jack's age. So Liam + 6 = 2 * (Jack + 6).
Emma is 12 years older than Liam. So Emma = Liam + 12.
When Jack was born, Emma was 27. So 27 = (Liam + 12) - Jack. Therefore, Liam - Jack = <<27-12=15>>15.
Let's assume Jack is J years old now. So Liam is 15 + J years old now.
In 6 years, Liam (15 + J + 6) will be twice Jack's age (J + 6). So 15 + J + 6 = 2 * (J + 6).
15 + J + 6 = 2J + 12
27 = J
Therefore, Jack is currently 27 years old.
Since Liam is 15 + J years, Liam is currently 15 + 27 = <<15+27=42>>42 years old.
#### 42"
"Noah is 12 years younger than his cousin Emma. In 6 years, Emma will be twice as old as Noah. How old will Noah be in 10 years?","Let's find Emma's current age. In 6 years, she'll be twice Noah's age at that time.
If Noah is currently x years old, Emma is currently x + 12.
In 6 years, Noah will be x + 6, and Emma will be x + 12 + 6 = x + 18.
Since Emma will be twice Noah's age then, we can write:
x + 18 = 2(x + 6)
x + 18 = 2x + 12
18 = x + 12
x = <<18-12=6>>6
So Noah is currently 6 years old, and Emma is 6 + 12 = <<6+12=18>>18 years old.
In 10 years, Noah will be 6 + 10 = <<6+10=16>>16 years old.
#### 16"
"Sarah is 12 years old. Her sister Amy is 3 times her age, and her grandmother Martha is 4 times Amy's age. If Martha was 60 years old 12 years ago, how old will Amy be in 5 years?","Currently, Martha is 60 + 12 = <<60+12=72>>72 years old.
Amy's current age is 72 / 4 = <<72/4=18>>18 years old.
In 5 years, Amy will be 18 + 5 = <<18+5=23>>23 years old.
#### 23"
"Jessica is 12 years younger than her older brother Michael. In 4 years, Michael will be twice as old as Jessica. How old will Michael be in 10 years?","Let's assume Jessica is currently x years old.
Michael is 12 years older than Jessica, so Michael is currently x + 12 years old.
In 4 years:
Jessica will be x + 4 years old.
Michael will be x + 12 + 4 = x + 16 years old.
We know that in 4 years, Michael will be twice Jessica's age, so:
x + 16 = 2(x + 4)
x + 16 = 2x + 8
16 = x + 8
x = <<16-8=8>>8
So, Jessica is currently 8 years old, and Michael is 8 + 12 = <<8+12=20>>20 years old.
In 10 years, Michael will be 20 + 10 = <<20+10=30>>30 years old.
#### 30"
"In 1995, John was 35 years old and his daughter Emma was 7. John told Emma that in a certain number of years, he would be twice as old as Emma. How old will John be when this happens, and in what year will it occur?","In 1995, John was 35 and Emma was 7.
Let x be the number of years until John is twice Emma's age.
35 + x = 2(7 + x)
35 + x = 14 + 2x
35 - 14 = 2x - x
21 = x
So in 21 years, John will be twice Emma's age.
In 21 years, John will be 35 + 21 = <<35+21=56>>56 years old.
21 years after 1995 is 1995 + 21 = <<1995+21=2016>>2016.
#### 2016"
"Karen is 24 years old. Her daughter Lila is 8 years younger than half her age. If Karen's son Jack is born when Karen is 32, how old will Lila be when Jack starts kindergarten at age 5?","Karen is currently 24 years old.
Half of Karen's age is 24/2 = <<24/2=12>>12 years old.
Lila is 8 years younger than that, so 12-8 = <<12-8=4>>4 years old.
When Karen is 32, Jack will be born. This is 32-24 = <<32-24=8>>8 years in the future.
In 8 years, Lila will be 4+8 = <<4+8=12>>12 years old.
Jack will start kindergarten 5 years after being born, so when Karen is 32+5 = <<32+5=37>>37 years old.
At this point, 13 years will have passed since Karen was 24.
So when Jack starts kindergarten, Lila will be 4+13 = <<4+13=17>>17 years old.
#### 17"
"In 1990, the average age of five friends was 25 years. In 2020, the youngest friend, Hannah, was 48 years old. Assuming all friends were alive in 2020, what was the average age of the five friends in 2020?","Since Hannah was the youngest in 1990, we can assume that the other four friends were all older than 25 in 1990. 
From 1990 to 2020, 30 years have passed.
In 2020, Hannah is 48 years old, so in 1990 she was 48 - 30 = <<48-30=18>>18 years old.
If the average age was 25 in 1990, and Hannah was 18, the sum of the other four friends' ages would be:
25 * 5 - 18 = <<25*5-18=107>>107 years
The average age of the other four friends in 1990 was 107 / 4 = <<107/4=26.75>>26.75, rounded to <<round(26.75,0)=27>>27 years old.
So in 2020, the other four friends would be 27 + 30 = <<27+30=57>>57 years old on average.
The average of 48 (Hannah's age) and 57 * 4 (other friends' ages) is:
(48 + 57 * 4) / 5 = <<(48+57*4)/5=55.2>>55.2
Rounding to the nearest whole number, the average age of the five friends in 2020 was <<round(55.2,0)=55>>55 years old.
#### 55"
"In 2010, Emma was 3 times as old as her son Daniel. By 2030, Emma will be twice as old as Daniel. How old will Daniel be in 2040?","Let's assume Daniel is x years old in 2010.
Then, Emma would be 3x years old in 2010.
In 2030, Daniel will be x + 20 years old and Emma will be 3x + 20 years old.
Since Emma will be twice Daniel's age in 2030:
2(x + 20) = 3x + 20
2x + 40 = 3x + 20
40 = x + 20
x = <<40-20=20>>20
So, Daniel was 20 years old in 2010.
In 2040, Daniel will be 20 + 30 = <<20+30=50>>50 years old.
#### 50"
Ava is 32 years old and her daughter Bella is 4 years old. Ava's mother Carol is 28 years older than Ava. How old will Carol be when Bella is one-third of Ava's current age?,"Ava is currently 32 years old.
Carol is 28 years older than Ava, so Carol is currently 32 + 28 = <<32+28=60>>60 years old.
One-third of Ava's current age is 32 / 3 = <<32/3=10.67>>10.67 years, rounded to 11 years.
So we need to find out how old Carol will be when Bella is 11.
Bella is currently 4 years old, so she will be 11 in 11 - 4 = <<11-4=7>>7 years.
In 7 years, Carol will be 60 + 7 = <<60+7=67>>67 years old.
#### 67"
"Sarah is 12 years old and her grandmother is 60 years older than her. If Sarah's mother is 24 years younger than her grandmother, how old will Sarah's mother be in 11 years?","Sarah's grandmother is 12 + 60 = <<12+60=72>>72 years old.
Sarah's mother is 72 - 24 = <<72-24=48>>48 years old.
In 11 years, Sarah's mother will be 48 + 11 = <<48+11=59>>59 years old.
#### 59"
"David is 12 years younger than his sister Sophia, and Sophia is half the age of their mother. If their mother will be 60 years old in 6 years, how old will David be when Sophia turns 30?","In 6 years, their mother will be 60 years old.
Since Sophia is half the age of their mother, Sophia will be 60 / 2 = <<60/2=30>>30 years old in 6 years.
This means Sophia is currently 30 - 6 = <<30-6=24>>24 years old.
David is 12 years younger than Sophia, so David is currently 24 - 12 = <<24-12=12>>12 years old.
In 6 years when Sophia turns 30, David will be 12 + 6 = <<12+6=18>>18 years old.
#### 18"
"Mia is currently 36 years old, and her daughter Sophia is 9 years old. Mia's mother, Grandma Lily, is 27 years older than Mia. In how many years will Grandma Lily's age be twice the combined ages of Mia and Sophia?","First, let's calculate Grandma Lily's current age. Since she is 27 years older than Mia, her age is 36 + 27 = <<36+27=63>>63 years old.
Let's assume it takes x years for Grandma Lily's age to be twice the combined ages of Mia and Sophia.
After x years, Mia will be 36 + x years old, Sophia will be 9 + x years old, and Grandma Lily will be 63 + x years old.
The equation can be written as: 63 + x = 2(36 + x + 9 + x)
Simplifying the right side: 63 + x = 2(45 + 2x)
63 + x = 90 + 4x
x = 90 - 63 + 4x - 4x
x = <<90-63=27>>27 / 3
x = <<27/3=9>>9
Therefore, in 9 years, Grandma Lily's age will be twice the combined ages of Mia and Sophia.
#### 9"
Grace is 8 years younger than her brother Tim. Tim will be 32 years old in 6 years. How old was Grace 2 years ago?,"In 6 years, Tim will be 32 years old. So currently he is 32 - 6 = <<32-6=26>>26 years old.
Grace is 8 years younger than Tim, so she is currently 26 - 8 = <<26-8=18>>18 years old.
2 years ago Grace was 18 - 2 = <<18-2=16>>16 years old.
#### 16"
"John was born on March 15th, 1985. His younger sister, Emily, was born when John was 12 years old. If Emily gives birth to her first child on her 30th birthday, what will be John's age when he becomes an uncle?","John was born on March 15th, 1985 and his sister Emily was born when he was 12 years old.
So Emily was born in 1985 + 12 = <<1985+12=1997>>1997.
Emily will give birth to her first child on her 30th birthday, which is in 1997 + 30 = <<1997+30=2027>>2027.
To calculate John's age in 2027, we take 2027 - 1985 = <<2027-1985=42>>42.
Therefore, John will be 42 years old when he becomes an uncle.
#### 42"
"In 1990, John was 45 years old and his son Andy was 9 years old. John told Andy, ""Nine years ago, my age was five times your current age."" How old will Andy be in 2026, and what will be the age difference between John and Andy in 2026?","In 1990, John was 45 years old and Andy was 9 years old.
Nine years before 1990 was 1981. In 1981, Andy was 9 - 9 = <<9-9=0>>0 years old (just born).
In 1981, John was 5 * 0 = <<5*0=0>>0 years older than 5 times Andy's age.
So, in 1981, John was 45 - 9 = <<45-9=36>>36 years old, which indeed was 5 times Andy's age of 0 in 1981.
From 1990 to 2026, 2026 - 1990 = <<2026-1990=36>>36 years will pass.
In 2026, Andy will be 9 + 36 = <<9+36=45>>45 years old.
In 2026, John will be 45 + 36 = <<45+36=81>>81 years old.
Therefore, in 2026, the age difference between John and Andy will be 81 - 45 = <<81-45=36>>36 years.
#### 36"
"Tom is 12 years younger than Alice. In 8 years, Alice will be twice as old as Tom. How old is Alice now?","Let's say Alice's current age is x. Then, Tom's current age would be x - 12.
In 8 years, Alice will be x + 8 years old, and Tom will be (x - 12) + 8 = x - 4 years old.
We know that in 8 years, Alice will be twice as old as Tom.
So, x + 8 = 2(x - 4)
x + 8 = 2x - 8
8 = x - 8
16 = x
Therefore, Alice is currently <<16>>16 years old.
#### 16"
"In 2010, John was 30 years old and his daughter Kate was 5. John realized that in some year in the future, his age would be exactly triple that of his daughter's age in the same year. How old will Kate be when John is triple her age?","Let's say the number of years from 2010 until the year when John's age will be triple Kate's age is x.
In that future year, John's age will be 30 + x and Kate's age will be 5 + x.
We can set up an equation: 30 + x = 3(5 + x)
30 + x = 15 + 3x
15 = 2x
x = <<15/2=7.5>>7.5, rounded to <<round(7.5)=8>>8 years from 2010.
So, 8 years from 2010, in 2018, John will be triple Kate's age.
In 2018, Kate will be 5 + 8 = <<5+8=13>>13 years old.
#### 13"
"Tina is currently twice as old as her sister Mary. If the sum of their current ages is 45, what will be the difference between Tina's age and Mary's age in 6 years?","Let's say Mary's current age is x. Then, Tina's current age is 2x.
We know that x + 2x = 45. So, 3x = <<x+2*x=45>>45.
Solving for x, we get x = 45 / 3 = <<45/3=15>>15. So, Mary is currently 15 years old.
Therefore, Tina is currently 2 * 15 = <<2*15=30>>30 years old.
In 6 years, Mary will be 15 + 6 = <<15+6=21>>21 years old.
In 6 years, Tina will be 30 + 6 = <<30+6=36>>36 years old.
The difference between their ages in 6 years will be 36 - 21 = <<36-21=15>>15 years.
#### 15"
"Grace is 36 years old and her daughter Lily is 9 years old. Grace's mother, Evelyn, is 63 years old. If Evelyn was 3 times Grace's age when Lily was born, how old will Lily be when Grace is half Evelyn's age?","Evelyn is currently 63 years old, and Grace is 36 years old.
When Lily was born 9 years ago, Grace was 36 - 9 = <<36-9=27>>27 years old.
At that time, Evelyn was 3 * 27 = <<3*27=81>>81 years old.
In order for Grace to be half Evelyn's current age, Evelyn would need to be 36 * 2 = <<36*2=72>>72 years old.
This means that <<81-63=18>>18 years need to pass for Evelyn to be 72 and Grace to be half her age.
Lily is currently 9 years old, so in 18 years, Lily will be 9 + 18 = <<9+18=27>>27 years old.
#### 27"
"Jane is 32 years old and her daughter Liza is 8 years old. Jane's mom, Grandma Ethel, is 40 years older than Jane. How old will Liza be when Grandma Ethel is 100?","Grandma Ethel is 32 + 40 = <<32+40=72>>72 years old now.
To determine how many years it will take for Grandma Ethel to turn 100, we calculate 100 - 72 = <<100-72=28>>28 years from now.
Liza is currently 8 years old.
In 28 years, Liza will be 8 + 28 = <<8+28=36>>36 years old.
#### 36"
"Tina is 36 years old and her daughter Mia is 9 years old. Tina's mom, Grandma Ethel, is 63 years old. How old will Grandma Ethel be when Mia is the same age that Tina is now?","Currently, Tina is 36 years old and Mia is 9 years old. 
The age difference between them is 36 - 9 = <<36-9=27>>27 years.
In 27 years, Mia will be the same age as Tina is now, which is 36.
Mia's age in 27 years = Current age + 27 years = 9 + 27 = <<9+27=36>>36 years old
Grandma Ethel is currently 63 years old.
Grandma Ethel's age in 27 years = Current age + 27 years = 63 + 27 = <<63+27=90>>90 years old
Therefore, Grandma Ethel will be 90 years old when Mia is the same age that Tina is now.
#### 90"
"Jasmine is 12 years younger than her brother Marcus. In 5 years, Marcus will be twice as old as Jasmine is now. How old will Jasmine be in 10 years?","Let's say Jasmine is 'x' years old now. 
Marcus is 12 years older than Jasmine, so Marcus is x + 12 years old now.
In 5 years, Marcus will be (x + 12) + 5 = x + 17 years old.
In 5 years, Marcus's age will also be twice Jasmine's current age. So, x + 17 = 2x
Solving the equation: x + 17 = 2x
                       17 = 2x - x
                       17 = x
Therefore, Jasmine is currently 17 years old.
In 10 years, Jasmine will be 17 + 10 = <<17+10=27>>27 years old.
#### 27"
"In 1995, Alice was 3 times as old as her son Ben. In 2005, Alice was 2 times as old as Ben. If Ben is currently 32 years old in 2023, how old will Alice be in 2033?","Let's start by finding Alice's age in 1995. 
In 1995, Ben was 32 - (2023 - 1995) = 32 - 28 = <<32-28=4>>4 years old.
Alice was 3 times as old as Ben, so she was 3 * 4 = <<3*4=12>>12 years old in 1995.
Now, let's calculate Alice's age in 2033.
In 2033, 2033 - 1995 = <<2033-1995=38>>38 years will have passed since 1995.
So, in 2033, Alice will be 12 + 38 = <<12+38=50>>50 years old.
#### 50"
Lisa is 12 years old and her brother Eric is 8 years old. Their grandmother is 4 times as old as Lisa will be in 3 years. How old will their grandmother be when Eric is twice the age he is now?,"In 3 years, Lisa will be 12 + 3 = <<12+3=15>>15 years old.
The grandmother is 4 times as old as Lisa will be in 3 years, so 15 * 4 = <<15*4=60>>60 years old.
Eric is currently 8 years old. When he is twice his current age, he will be 8 * 2 = <<8*2=16>>16 years old.
It will take 16 - 8 = <<16-8=8>>8 years for Eric to be twice his current age.
In 8 years, the grandmother will be 60 + 8 = <<60+8=68>>68 years old.
#### 68"
"Sam is 12 years younger than his older sister Kate. In 6 years, Kate will be twice as old as Sam. How old will Sam be on his next birthday?","Let's say Sam is currently x years old. Then, Kate is currently x + 12 years old.
In 6 years, Sam will be x + 6 years old, and Kate will be x + 12 + 6 = x + 18 years old.
We know that in 6 years, Kate will be twice as old as Sam, so:
x + 18 = 2(x + 6)
x + 18 = 2x + 12
18 = x + 12
6 = x
So, Sam is currently 6 years old. On his next birthday, he will be 6 + 1 = <<6+1=7>>7 years old.
#### 7"
"In 1995, Maria was 3 times as old as her daughter Sophie. In 2005, the sum of their ages was 50 years. How old will Sophie be in 2025?","Let's set up variables. Let Maria's age in 1995 be m and Sophie's age in 1995 be s.
We know that in 1995, Maria was 3 times as old as Sophie. So, m = 3s.
From 1995 to 2005, 10 years have passed. So in 2005, Maria was m+10 and Sophie was s+10.
We know the sum of their ages in 2005 was 50. So, (m+10) + (s+10) = 50.
Substitute m = 3s into the equation: (3s+10) + (s+10) = 50
Simplify: 4s + 20 = 50
Subtract 20 from both sides: 4s = 30
Divide both sides by 4: s = <<30/4=7.5>>8 (rounded to the nearest whole number)
So, Sophie was 8 in 1995. To find her age in 2025, we add 30 years (1995 to 2025).
8 + 30 = <<8+30=38>>38
Therefore, Sophie will be 38 years old in 2025.
#### 38"
Laura is currently 36 years old and her daughter Emma is 9. Laura wants to know how old she will be when Emma is half her age. How many years will it take for Emma to be half the age of Laura?,"Let's say it will take x years for Emma to be half Laura's age.
Emma's age then will be 9 + x, and Laura's will be 36 + x.
We can write the equation:
9 + x = (36 + x) / 2
Simplify: 9 + x = 18 + x/2
          18 = x/2
          x = 18 * 2 = <<18*2=36>>36
So in 36 years, Emma will be 9 + 36 = <<9+36=45>>45 years old, and Laura will be 36 + 36 = <<36+36=72>>72 years old.
At that point, Emma's age (45) will be half of Laura's (72).
#### 36"
"Tyler is 12 years younger than his sister Amy. In 4 years, Amy will be twice as old as Tyler. How old is Amy now?","Let's say Amy is x years old now. Then, Tyler is x - 12 years old now.
In 4 years, Amy will be x + 4 years old and Tyler will be (x - 12) + 4 = x - 8 years old.
We know that in 4 years, Amy will be twice Tyler's age, so:
x + 4 = 2(x - 8)
x + 4 = 2x - 16
4 = x - 16
x = <<4+16=20>>20
So, Amy is 20 years old now.
#### 20"
Stephanie is 32 years old. Her daughter Amy is 4 times younger than Stephanie. How old will Amy be when Stephanie is 4 times as old as Amy is now?,"If Stephanie is 32 and Amy is 4 times younger, then Amy is currently 32 / 4 = <<32/4=8>>8 years old.
Let's say in the future, Stephanie will be x years old and Amy will be y years old.
We know that x = 4y since Stephanie will be 4 times as old as Amy is now.
We also know that x = 32 + (y - 8), since x and y are in the future.
Substituting, we get:
32 + (y - 8) = 4y
32 - 8 = 4y - y
24 = 3y
y = 24 / 3 = <<24/3=8>>8
So when Stephanie is 4 times as old as Amy is now, Amy will also be 8 years old.
#### 8"
"Samantha is 12 years younger than her brother Derek. When Samantha was 9, their father was 41. In how many years will Derek be twice as old as Samantha?","Let's define some variables:
Let s = Samantha's current age
Let d = Derek's current age
We know that Derek is 12 years older than Samantha, so d = s + 12.
When Samantha was 9, Derek was 9 + 12 = <<9+12=21>>21.
At that time, their father was 41. So 21 years ago, their father was 41 - 21 = <<41-21=20>>20.
So Samantha is currently 9 + 20 = <<9+20=29>>29 and Derek is currently 21 + 20 = <<21+20=41>>41.
For Derek to be twice Samantha's age, 2s = s + 12
Solving for s:
s = 12
So in 12 - 9 = <<12-9=3>>3 years, Derek will be twice as old as Samantha.
#### 3"
"Noah is 12 years younger than his brother Lucas. When Noah was born, their mother Olivia was 27 years old. In how many years will Olivia be twice as old as Noah?","Let's define Lucas' current age as L, Noah's current age as N, and Olivia's current age as O.
Since Noah is 12 years younger than Lucas, we can say L = N + 12.
When Noah was born, Olivia was 27, so now O = 27 + N.
We want to find out in how many years (let's call it Y) Olivia will be twice Noah's age:
O + Y = 2 * (N + Y)
Substituting the values:
27 + N + Y = 2N + 2Y
27 + Y = N + 2Y
27 = N + Y
Since O = 27 + N, we can substitute 27 = O - N:
O - N = N + Y
O = 2N + Y
O = 2N + (O - 2N)
O = O
This equation is always true, so we need more information to solve the problem.
Let's assume Lucas is currently 18 years old.
Then, L = 18, N = 18 - 12 = <<18-12=6>>6, and O = 27 + 6 = <<27+6=33>>33.
Now, we can solve for Y:
33 + Y = 2 * (6 + Y)
33 + Y = 12 + 2Y
33 - 12 = 2Y - Y
<<33-12=21>>21 = Y
Therefore, in 21 years, Olivia will be twice as old as Noah.
#### 21"
"In 1999, Ralph was 3 times as old as his son Timothy. In 2022, Timothy will be 40 years old. How old was Ralph in 2012?","In 2022, Timothy will be 40 years old. So in 1999, Timothy was 40 - 23 = <<40-23=17>>17 years old.
In 1999, Ralph was 3 * 17 = <<3*17=51>>51 years old.
From 1999 to 2012 is 13 years. So in 2012, Ralph was 51 + 13 = <<51+13=64>>64 years old.
#### 64"
"Sarah is 12 years younger than her brother Tim. In 8 years, Tim will be twice as old as Sarah. How old is Sarah now?","Let's say Sarah is x years old now. Then Tim is x + 12 years old now.
In 8 years, Sarah will be x + 8 years old and Tim will be x + 12 + 8 = x + 20 years old.
We know that in 8 years, Tim will be twice as old as Sarah. So, x + 20 = 2(x + 8)
x + 20 = 2x + 16
20 = x + 16
x = 20 - 16 = <<20-16=4>>4
So, Sarah is 4 years old now.
#### 4"
"Chloe is 8 years younger than her brother Lucas. If Lucas was 13 years old 5 years ago, how old will Chloe be in 3 years?","If Lucas was 13 years old 5 years ago, he is currently 13 + 5 = <<13+5=18>>18 years old.
In 3 years, Lucas will be 18 + 3 = <<18+3=21>>21 years old.
Chloe is 8 years younger than Lucas, so when Lucas is 21, Chloe will be 21 - 8 = <<21-8=13>>13 years old.
#### 13"
"Hannah is 8 years younger than her brother Tim. If Hannah will be 3 times as old as she is now in 12 years, how old will Tim be in 5 years?","Let's say Hannah is x years old now. 
In 12 years, she will be 3 times her current age. So, x + 12 = 3x.
Solving this equation:
x + 12 = 3x
12 = 3x - x
12 = 2x
x = 12/2 = <<12/2=6>>6
So, Hannah is currently 6 years old.
Since Hannah is 8 years younger than Tim, Tim's current age is 6 + 8 = <<6+8=14>>14.
In 5 years, Tim will be 14 + 5 = <<14+5=19>>19 years old.
#### 19"
"James is 12 years younger than his sister Sarah. Four years ago, Sarah was twice as old as James was at that time. How old will James be in 5 years?","Let's say James is x years old now. So, Sarah is x + 12 years old now.
Four years ago, James was x - 4 years old, and Sarah was x + 12 - 4 = x + 8 years old.
We know that 4 years ago, Sarah was twice as old as James. So, x + 8 = 2(x - 4)
x + 8 = 2x - 8
8 = x - 8
x = <<8+8=16>>16
So, James is 16 years old now.
In 5 years, James will be 16 + 5 = <<16+5=21>>21 years old.
#### 21"
"Liam is 12 years younger than his sister Sophie. When Liam was 5, their father John was 38 years old. If Sophie is now twice as old as Liam, how old will John be in 7 years?","Let's start by finding Sophie's current age. We know that Sophie is currently twice Liam's age, and Liam is 12 years younger than Sophie. So if we call Sophie's current age x, then:
x - 12 = x/2
Solving for x:
x - 12 = x/2
2x - 24 = x
x = <<24=24>>24
So Sophie is currently 24 years old, and Liam is 24 - 12 = <<24-12=12>>12.
Now, we need to find how old Liam was 7 years ago. He would have been 12 - 7 = <<12-7=5>>5 years old.
At that time, John was 38. So now, 7 years later, John is 38 + 7 = <<38+7=45>>45 years old.
In 7 more years, John will be 45 + 7 = <<45+7=52>>52 years old.
#### 52"
"Ralph is 32 years old and his daughter Lily is 4 years old. Ralph's father, Grandpa Jim, is 3 times Ralph's current age. In how many years will Grandpa Jim's age be twice the combined age of Ralph and Lily?","Grandpa Jim is currently 32 * 3 = <<32*3=96>>96 years old.
In x years, Grandpa Jim will be 96 + x years old.
In x years, Ralph will be 32 + x years old and Lily will be 4 + x years old.
Their combined ages in x years will be (32 + x) + (4 + x) = 36 + 2x years old.
Grandpa Jim's age will be twice their combined age when:
96 + x = 2(36 + 2x)
96 + x = 72 + 4x
96 - 72 = 4x - x
24 = 3x
x = 24 / 3 = <<24/3=8>>8
Therefore, in 8 years, Grandpa Jim's age will be twice the combined age of Ralph and Lily.
#### 8"
"Julia is 12 years younger than her brother Mark. In 6 years, Mark will be twice as old as Julia. How old will Julia be in 10 years?","Let's say Julia is x years old now. Then, Mark is x + 12 years old now.
In 6 years, Julia will be x + 6 years old, and Mark will be x + 12 + 6 = x + 18 years old.
We know that in 6 years, Mark will be twice Julia's age, so:
x + 18 = 2(x + 6)
x + 18 = 2x + 12
18 = x + 12
6 = x
So, Julia is 6 years old now.
In 10 years, Julia will be 6 + 10 = <<6+10=16>>16 years old.
#### 16"
"John is currently 32 years old. His son, Mike, is 8 years old. John's father, David, is 24 years older than John. How old will David be when Mike is half of John's current age?","John is currently 32 years old, and David is 24 years older than John.
So, David is currently 32 + 24 = <<32+24=56>>56 years old.
Mike will be half of John's current age when Mike is 32 / 2 = <<32/2=16>>16 years old.
Since Mike is currently 8 years old, it will take 16 - 8 = <<16-8=8>>8 more years for Mike to be half of John's current age.
In 8 years, David will be 56 + 8 = <<56+8=64>>64 years old.
#### 64"
